seed,base_rmse,orientation_rmse,improvement_pct
42,6.433394234826632e-05,1.4471307504976732e-05,77.50595257067017
43,5.912330771395749e-05,2.524095214230016e-05,57.30794991305701
44,4.5832038769183994e-05,1.9510733163968316e-05,57.429925248957694
45,3.29136738435894e-05,4.083910041013938e-05,-24.07943459673558
46,8.134344626962158e-05,6.0396457867846044e-05,25.751292036907923
