epoch,train_mse,validation_mse
1,3.695013236999512,0.9748360337051627
2,1.5377388834953307,0.38166775115548746
3,1.0875097942352294,0.2634349522525317
4,0.9462359428405762,0.2123922393338321
5,1.5562500429153443,0.1706681686313185
6,0.7663763594627381,0.1418489264196729
7,1.0075078010559082,0.12022053501377367
8,2.079673249721527,0.093434803443004
9,0.7966098737716675,0.08037061126877183
10,0.8256640338897705,0.07018279299548227
11,0.8650251698493957,0.06523135743320804
12,0.6526699352264405,0.06416215322758645
13,0.5747619499266148,0.06057524293252867
14,0.7891909623146057,0.05263415012151411
15,0.7231304264068603,0.049703583019236997
16,0.4772083604335785,0.04660153317533127
17,0.9106212902069092,0.04187252066315037
18,0.5153280329704285,0.0446698337487162
19,0.663506840467453,0.05121395083731168
20,0.6646194958686829,0.057451088338682094
21,0.7456289517879486,0.06375640763403619
22,0.5136376237869262,0.0580774635229617
23,0.42552544832229616,0.04335087537765503
24,0.47569719433784485,0.03214455436762065
25,0.47176351070404055,0.027994470211536917
26,0.4914131289720535,0.026500844843175313
27,0.5387765771150589,0.024745982523037963
28,0.49717573523521424,0.022861578591065863
29,0.4605918622016907,0.018357266238188907
30,0.5028635406494141,0.015419671745741204
31,0.5062936043739319,0.015618913590091548
32,0.47385592609643934,0.02245640294141557
33,0.5838283205032349,0.025196003893466844
34,0.5631644451618194,0.02833195972218089
35,0.38711554527282716,0.03460520447219071
36,0.46973379343748095,0.03187295360720321
37,0.4382889986038208,0.03201923521924509
38,0.4412887692451477,0.02713478514797067
39,0.36027646362781524,0.024903418126273644
40,0.49783840239048005,0.03727773921436643
41,0.299337300658226,0.039899091886943336
42,0.4084403550624847,0.03378140849814023
43,0.335734361410141,0.03404002506541063
44,0.37353684902191164,0.031092510571422642
45,0.3796158492565155,0.026590702149455678
46,0.3344379705190659,0.021326769449531217
47,0.2816587734222412,0.018878057037722575
48,0.28189764976501464,0.020108137560421475
49,0.32814334392547606,0.02284215546327911
50,0.2831052920222282,0.025722801226050886
51,0.2960739091038704,0.02146410482795271
52,0.3352815097570419,0.02549810102847341
53,0.3489625990390778,0.019494299942704095
54,0.34667077839374544,0.02123935523200525
55,0.37777397751808167,0.023747914917256734
56,0.29096253871917727,0.029368063052223153
57,0.268606643974781,0.030951988258182187
58,0.22382874190807342,0.028355404683580138
59,0.315210622549057,0.026795616271357015
60,0.24386652261018754,0.024092453952929745
61,0.30377509832382205,0.023982123076303364
62,0.34707236766815186,0.027608545624638256
63,0.26012465059757234,0.031161303542656442
64,0.351824392080307,0.035722841444897326
65,0.3614939096570015,0.03500026158274037
66,0.25008503794670106,0.03179866639412429
67,0.303682422041893,0.03131019602185243
68,0.25304232716560365,0.032557244757062766
69,0.31646667420864105,0.03163917908725673
70,0.24651862263679505,0.02935802911038268
71,0.2813511162996292,0.026752123047840106
72,0.2574874895811081,0.025026559714891324
73,0.3249229848384857,0.021456488318843385
74,0.2024855375289917,0.020794215395230138
