epoch,train_mse,validation_mse
1,23.841833273569744,22.08272162009412
2,20.200157896677652,19.419897094486267
3,7.43932212193807,17.087338154710185
4,18.457254219055176,18.023204292838027
5,16.322377490997315,25.36172193992795
6,7.041844908396403,30.764449953094243
7,6.12029849688212,31.61300040417769
8,5.903340514500936,30.21773267730953
9,5.290863545735677,27.79569965272438
10,7.658444849650065,24.91096523615319
11,6.131525262196859,21.9862108906423
12,3.893158531188965,18.813245758296937
13,4.243325010935465,16.366638318760188
14,2.887078619003296,14.115316616268608
15,3.780414168039958,12.398759977085383
16,2.7146588643391927,10.746191069835753
17,3.806816331545512,10.145311190387396
18,8.657376027107238,14.412677524596686
19,4.854946955045064,16.415467885535534
20,3.583686359723409,16.082095769446667
21,2.7307137966156008,15.064995532899392
22,2.606265735626221,13.970569865910088
23,3.1323519229888914,12.732451311246617
24,2.9948554118474324,11.534447932806541
25,3.1884024222691854,9.850219321063184
26,2.6621082067489623,8.858473597549079
27,3.8123392343521116,7.539950596065972
28,3.264327088991801,5.925088221632589
29,2.1184987823168435,5.118216176671306
30,3.7920820732911427,4.398781539886955
31,2.590146028995514,3.612125952412763
32,1.561892565091451,3.122988055071493
33,3.0276055256525676,2.9758452505577266
34,5.5368483384450276,4.040994779331478
35,1.5523698727289836,5.950305668387826
36,1.705800461769104,6.645126981059398
37,4.236355487505595,7.059623305253156
38,4.881170948346456,11.080465962567667
39,2.7622243364652,13.59699181684359
40,2.940590182940165,13.628157367856483
41,3.359562699000041,12.47817574148103
42,2.420841113726298,11.134131108681986
43,4.612356567382813,11.383773112860252
44,1.825681249300639,11.316099812665323
45,5.103978566328684,10.20107582422692
46,4.404633124669393,8.347200318584292
47,2.828603235880534,6.865708148385596
48,1.9704253911972045,5.426795452598512
49,4.080964136123657,5.3810469447158455
50,2.790024916330973,4.99499765906747
51,1.741456111272176,4.073382159856361
52,1.778624125321706,3.4351436284583383
53,5.276728169123332,5.017676909138837
54,3.089476482073466,6.907505320751761
55,3.4284278750419617,8.056602365388645
56,3.2274318019549053,7.189771614675447
57,2.0301246881484984,6.416099105294295
58,3.185401113828023,5.400671459558442
59,2.3628769318262735,5.012036143325445
60,1.8355738560358683,4.627088689428615
61,1.75465669631958,3.9520974497156818
62,2.961559224128723,3.2641560824837272
63,2.4573084990183514,2.2959506605553814
64,2.2597632805506387,1.6855025263283197
65,2.1302691022555034,1.3039292416234656
66,1.653304358323415,1.1887613384742437
67,3.2331285874048867,1.09651718552657
68,1.4889372825622558,1.0019684598201841
69,1.7114144086837768,0.8404926652983418
70,2.6271511872609454,0.8653154279303363
71,1.9921643018722535,0.9458035610792205
72,2.0744407176971436,1.3743078117295513
73,2.7025113542874655,1.9906434806313102
74,1.3048041264216106,2.672741711609007
75,1.978002905845642,2.6585970000019223
76,1.6327207763989766,2.568135178933932
77,1.9959105491638183,2.405942175332017
78,2.0008681853612265,2.1155771758612687
79,1.424302629629771,1.7261315387065017
80,3.0708528836568196,2.4764936664911708
81,2.0196827232837675,2.5287283123947506
82,1.8007233301798502,2.2660369516357663
83,1.8648859182993571,1.8536678299190492
84,2.4988578955332437,1.5248293369773804
85,1.3609524408976237,1.2308960345786388
86,5.777625854810079,4.447413865036852
87,1.816269568602244,6.0380226195327875
88,2.9643388787905374,5.7575232738584985
89,1.917521886030833,4.679863693207268
90,1.4491239547729493,3.801933739129014
91,2.473492133617401,3.202695444812925
92,2.4448678811391193,2.4041755837718335
93,2.315610655148824,1.7321062256970743
94,1.9257160037755967,1.2255362732203927
95,3.73939421971639,1.489301232841071
96,1.9873278578122457,1.604060030358983
97,1.7735689560572305,1.5546358025918796
98,1.060814881324768,1.508688567191597
99,2.8644474069277446,1.2839776174289974
100,1.5346906284491222,0.9766582044090811
101,13.056580352783204,13.802184923427312
102,3.7601627866427103,21.793028133122
103,3.3100228031476338,22.866978262353133
104,3.562063519159953,20.727866375540184
105,4.467177669207255,17.599901845136028
106,3.1720164795716603,14.460654461477684
107,2.3118491490681965,12.016659639013096
108,1.818307840824127,9.947142728670375
109,2.075222301483154,8.098770712304303
110,2.516927146911621,6.611002268753652
111,2.6687358458836874,5.443807429216039
112,2.3962456504503886,4.410580300909328
113,2.098094113667806,3.6613310040451412
114,1.704552447795868,3.1963203647943934
115,1.8895476102828979,2.8928139528890293
116,1.2544565757115682,2.671211201374925
117,1.3062203089396158,2.4500572249645325
118,1.4636189778645834,2.218938876324751
119,1.1550826589266459,2.120697021484375
120,1.6536790053049724,2.026128898455402
121,1.4888976732889811,1.7233019194265051
122,1.3231821616490682,1.526739043513621
123,1.6582141915957134,1.6494918526626947
124,1.9049372355143228,1.78430237357072
125,1.971310544013977,1.803222455377654
126,1.4888442079226176,1.5506683860238142
127,1.2810300668080647,1.4731836656885824
128,2.8525182008743286,1.9261720387015755
129,1.9303508361180624,2.1848072611440825
130,2.0171780904134113,1.9129635968546228
131,1.5571582635243735,1.6421866604662316
132,2.19389226436615,1.5675748351990708
133,1.1070598085721335,2.016468633816937
134,1.043959673245748,2.1253811074054147
135,1.3190534631411235,1.9112844316978155
136,1.8821996966997783,1.629505923413855
137,1.1462278008460998,1.3720075764993982
138,1.298745376865069,1.1459507360233097
139,1.6527113993962605,1.1368719818085198
140,0.962421989440918,1.1072324045061126
141,0.981295124689738,1.1315149172084538
142,1.4032730261484783,1.088118362614489
143,1.4121754825115205,1.0736398706285972
144,1.553913414478302,1.0574241388501144
145,1.2908774137496948,0.9494605505560326
146,1.6463796933492025,0.9221281244998841
147,1.107335635026296,0.9093974124728226
148,2.032438910007477,0.7911514147060124
149,1.058276887734731,0.6868703003943436
