epoch,train_mse,validation_mse
1,0.9903728485107421,0.5985839893899815
2,0.4561579535404841,0.3344783584658078
3,0.4891341288884481,0.2530028764267414
4,0.5097852220137914,0.2996456630048696
5,0.48536025087038676,0.294814674129263
6,0.32885903914769493,0.29808519737065187
7,0.37323905030886334,0.3592797977882519
8,0.6362962603569031,0.30153882869502957
9,0.4843445907036463,0.28119921841119466
10,0.3794585724671682,0.30501074278563783
11,0.2505180557568868,0.3351964131433364
12,0.37052496274312335,0.32321743623555055
13,0.32556735575199125,0.3021996951939767
14,0.3585764769464731,0.27533969788523444
15,0.5796603575348854,0.24713205123505397
16,0.25000445246696473,0.24687960499908493
17,0.3125643322865168,0.2803336427225704
18,0.25379623969395954,0.34930964101824846
19,0.2665323014060656,0.4664340305049517
20,0.23182751536369323,0.621797289764672
21,0.25307528376579286,0.5882636664206522
22,0.21961190104484557,0.4122165406656544
23,0.25423058271408083,0.29290374921776396
24,0.2649991060296694,0.2470256755923667
25,0.37540531357129414,0.2557347329736453
26,0.4139653990666072,0.23372663775382682
27,0.2875648955504099,0.24734947486230505
28,0.23468217502037683,0.28871576479303906
29,0.18914627979199092,0.3482594796788623
30,0.21030299464861552,0.36723590942851286
31,0.24065192937850952,0.377708757829945
32,0.21608101601401966,0.42063501494669775
33,0.2502754618724187,0.4440627362993028
34,0.259176434079806,0.23072387251937598
35,0.2123804380496343,0.18603677115245174
36,0.17497310464580854,0.1779477826335974
37,0.2211484392484029,0.2025155201990005
38,0.1961237127582232,0.2059408509940432
39,0.31565103034178416,0.18412133789899057
40,0.18513411283493042,0.1414549587762844
41,0.2647306561470032,0.12311514985491658
42,0.2116766393184662,0.12969904144605002
43,0.13260322113831838,0.16823225237472714
44,0.20473305881023407,0.2120148361774913
45,0.23519617716471355,0.2299866641474049
46,0.1661521295706431,0.3416389484851681
47,0.1430406133333842,0.48534134117483396
48,0.22777177294095358,0.3369447940971419
49,0.1694472978512446,0.2602714770718625
50,0.15184833109378815,0.2224090932405483
51,0.19108134160439175,0.18295404576418692
52,0.14427871406078338,0.17271777865482352
53,0.16220167328914006,0.14882695483185396
54,0.12726587851842244,0.15290884072320504
55,0.1297246704498927,0.16240009648060938
56,0.1794795980056127,0.1671174036131965
57,0.12750166008869807,0.21051095452225
58,0.17973222136497496,0.24459166868388305
59,0.13319598734378815,0.271307873447039
60,0.16186729023853938,0.3083603047488028
61,0.14874518364667894,0.31408727308462936
62,0.12405787532528241,0.32682158584483184
63,0.17606281340122223,0.36717530788733943
64,0.14421621014674504,0.3952407352408471
65,0.17925548156102497,0.35802161589003445
66,0.11722281376520792,0.30440035619233785
67,0.12045211891333261,0.2535030245780945
68,0.19846410950024923,0.24979636927097165
69,0.12386244883139928,0.22559747500726354
70,0.12340350163479646,0.21868384546703762
71,0.10055771122376124,0.26230683312778585
72,0.1139319305618604,0.30697501716558
73,0.09512196977933247,0.33542617928912066
74,0.1608388622601827,0.29574549982422277
75,0.1253287841876348,0.28428838754955094
76,0.14203788737456005,0.22065073530576382
77,0.12690627227226894,0.18814014865641007
78,0.10714081612726052,0.23288965678354454
79,0.07912672584255537,0.2572404678192055
80,0.17502438475688298,0.2744293013337063
81,0.11714083701372147,0.24434782146361836
82,0.10880840346217155,0.22885252334918196
83,0.14126982688903808,0.19333392338097444
84,0.10981315970420838,0.1635060746070237
85,0.09329970379670462,0.1310765530630859
86,0.14338832944631577,0.12344969591202094
87,0.08599858234326045,0.12561814338840238
88,0.07957360222935676,0.14235746529367235
89,0.09557168583075205,0.18729248686492095
90,0.08847634146610896,0.19274023035813492
91,0.08720239301522573,0.15241620693987573
92,0.09626160015662512,0.10457626490565071
93,0.091142504910628,0.08210062283521508
94,0.11759306341409684,0.09746857118188289
95,0.08452845315138499,0.1080030506988715
96,0.09554385592540106,0.10536872242626391
97,0.13093539314965408,0.08303507678864296
98,0.07188740869363149,0.07577711971182573
99,0.08709961796800296,0.09221725174558093
100,0.0815646925320228,0.10563281300472237
101,0.06381467084089915,0.11212834750699718
102,0.08491372639934222,0.11578573948807186
103,0.05724232246478399,0.12040479838499549
104,0.10550293748577436,0.10529692479741504
105,0.09609282954285542,0.11818073759650627
106,0.08157204389572144,0.159404911275147
107,0.0841019277771314,0.19189271592257315
108,0.0756907989581426,0.18987435433599684
109,0.053756959984699884,0.19676991251477025
110,0.06466610232988994,0.2287420549413614
111,0.06756646384795507,0.21635307223476163
112,0.07888435497879982,0.22567849706488047
113,0.07652781245609125,0.2207538911647964
114,0.07125699669122695,0.2208791273204904
115,0.10487749129533767,0.2180700779658312
116,0.07165552700559298,0.23585281691007448
117,0.04433404132723808,0.23367394201936778
118,0.07578730086485545,0.20136210505376784
119,0.06420414100090663,0.11769952760105244
120,0.052073077857494356,0.09005155558126014
121,0.05973950276772181,0.09078816834248994
122,0.05071249182025592,0.10318342217227869
123,0.06746021757523218,0.09806082602481396
124,0.059666047990322116,0.08658419693248313
125,0.055562635759512584,0.0720368188244906
126,0.06715254386266073,0.09327704055311038
127,0.07239834889769554,0.12081152139699947
128,0.07798401812712351,0.13076154754785765
129,0.06460959911346435,0.14013104600428838
130,0.05310860176881154,0.13073612481617092
131,0.06619905432065327,0.10022215745602435
132,0.048238230496644975,0.10406199637909382
133,0.0402555654446284,0.1536073343969925
134,0.05169176657994588,0.18338942865443508
135,0.043775784720977144,0.1537055530046162
136,0.06775152683258057,0.12969912316279802
137,0.071405262251695,0.0846806298614594
138,0.049555989603201546,0.09212943267796123
139,0.047105910753210384,0.10972733331615464
140,0.038447116315364835,0.11926470106543853
141,0.06523804465929667,0.09744311229745198
142,0.07204573738078277,0.0719796678389025
143,0.05537396495540937,0.06367137429048443
144,0.0463219220439593,0.06332008482899233
145,0.039327021688222885,0.052248328597399224
146,0.05963682880004247,0.059927290861021006
147,0.04663919247686863,0.06951121501188878
148,0.04432666127880414,0.05232234654828296
149,0.05223607197403908,0.050893938887798994
150,0.04266613150636355,0.06520398994853273
151,0.04596752276023229,0.08478852659899588
152,0.03238933185736338,0.07541737996303198
153,0.04803483635187149,0.05243256951720394
154,0.038051118204991026,0.04017194724309514
155,0.061458488429586094,0.042718516118083784
156,0.05000438690185547,0.058055865104522625
157,0.045165096906324226,0.07795479730294462
158,0.03441518843173981,0.08423811471775959
159,0.04847027746339639,0.0975801397376416
160,0.05145773614446322,0.09432131242638792
161,0.03227164254834255,0.06673468641762496
162,0.07200851490100225,0.050567084400538816
163,0.03432129460076491,0.04240713821865662
164,0.032016026725371675,0.04871899671634736
165,0.029184883708755174,0.06301752222996009
166,0.04663425882657369,0.05656358665018751
167,0.030302724335342646,0.04522806830834924
168,0.03962617740035057,0.042078372199981534
169,0.03748590697844823,0.04486632752313949
170,0.03796453177928925,0.05294143805029797
171,0.028756708651781083,0.0451522461242146
172,0.03592495632668336,0.043224400541151474
173,0.034392083187898,0.04180517311246074
174,0.036481416473786034,0.050125275460774436
175,0.039146557450294495,0.04307133321002213
176,0.029812872782349585,0.02286524382251048
177,0.03858676900466283,0.017996854448353337
178,0.03445008645455042,0.02178242003098566
179,0.03211593280235926,0.032550487209830364
180,0.03723739075164,0.03490254128275559
181,0.03564784377813339,0.02288082365099101
182,0.03993546962738037,0.02114262952529199
183,0.018121683845917384,0.021412707070073887
184,0.027433485692987838,0.020399194918790754
185,0.03833990332980951,0.02284334811289408
186,0.029805474479993186,0.029756311926315403
187,0.0372158703704675,0.02483619472872444
188,0.03310878947377205,0.0150796116073752
189,0.02746645783384641,0.014423616905832848
190,0.02916418593376875,0.018618412740659295
191,0.025421667098999023,0.02452930170846613
192,0.03029776873687903,0.027430002060201433
193,0.028229106465975443,0.026234901286879476
194,0.031347164201239744,0.018568209470494798
195,0.032247507696350416,0.013987091832865051
196,0.03219044705231985,0.018331902798766283
197,0.02316266708076,0.02754119243363888
198,0.03135079915324847,0.026092461762372513
199,0.019804698104659717,0.018871899018859304
200,0.019574440519014993,0.012665158606063553
201,0.023124885559082032,0.013994953785723413
202,0.03261369988322258,0.01703341196873906
203,0.026915683845678964,0.018967615598431457
204,0.02597469799220562,0.028612602033723167
205,0.024019716121256352,0.035429206355447655
206,0.023396353454639515,0.033089564318022534
207,0.023962287232279778,0.027511454715627676
208,0.019828832522034646,0.027161584731343894
209,0.02718324220428864,0.01796694113518934
210,0.026209912573297817,0.0173067687220915
211,0.039560866604248686,0.03056433840453276
212,0.02179405341545741,0.046262511166564206
213,0.029515414933363595,0.03421423084249622
214,0.025147497467696667,0.02948164173036988
215,0.02335565770044923,0.03571957936891687
216,0.033494252773622675,0.03508243113974033
217,0.01955815659215053,0.023999829618641506
218,0.018200812519838412,0.017759764294701014
219,0.022222780684630076,0.01959511423102248
220,0.01705770269036293,0.02452445258958298
221,0.022674479025105634,0.017839724655475533
222,0.019116119978328548,0.016837120829531323
223,0.017484918981790543,0.018989252373140458
224,0.01625758366038402,0.019214086474208105
225,0.03137345351278782,0.012014745500439789
226,0.019795765603582063,0.011017153246535195
227,0.01931766830384731,0.01169240354337016
228,0.018940391515692077,0.010924197967594479
229,0.023443155735731126,0.011144533976694645
230,0.019940184180935225,0.007980270855869467
231,0.012407221893469492,0.005192969315712563
232,0.019792434573173524,0.005969627790305524
233,0.015261142638822396,0.007875622647721865
234,0.017524481502672037,0.004918886226062712
235,0.02103981077671051,0.0038432965439074394
236,0.01588897214581569,0.003394503352689769
237,0.013962854879597824,0.004424846151092073
238,0.020244996746381125,0.006046290670069512
239,0.01580875205496947,0.007079973424735822
240,0.022110645286738874,0.009136836327699542
