series,initial_density,pressure_kpa,log10_pressure_kpa,density,target_pressure_pa,pressure_error_pa,unbalanced_force,checkpoint,packing_file,time,p,packing,MCN,sigma_xx,sigma_xy,sigma_xz,sigma_yx,sigma_yy,sigma_yz,sigma_zx,sigma_zy,sigma_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,Fabric_xx,Fabric_xy,Fabric_xz,Fabric_yx,Fabric_yy,Fabric_yz,Fabric_zx,Fabric_zy,Fabric_zz,q,q_over_p,kd,a
density_0.595,0.595,34.83790553493135,1.5420520372092061,0.6050226228177682,34846.52484041782,-8.619305486470694,0.00012345717014011553,11,inletPGDEM_34847.mdpa,0.5303009999944117,34837.90553493135,0.6050226228177682,4.211799850634802,34639.531819335934,-377.46193864143027,-699.0367273480214,-377.45736544247904,35030.420488921045,-19.45219595512862,-699.0393826026387,-19.430074696062206,34843.764296537076,0.004229928519019104,-3.911085771446426e-05,-6.739820917076608e-05,-3.911085771446426e-05,0.004286746101552794,-8.427949591446536e-06,-6.739820917076608e-05,-8.427949591446536e-06,0.004253070504246857,0.332009961842213,-0.0017724281055152473,-0.0031400444810781337,-0.0017724281055152473,0.33547138595001874,-0.001012396982553702,-0.0031400444810781337,-0.001012396982553702,0.3325186522077692,1.4174613020258138,0.040687328364345854,0.00014449408944414667,0.0072497182562720405
density_0.595,0.595,42.30316761381523,1.6263728880770492,0.605940973064147,42313.44840906973,-10.280795254497207,0.00010342933269571225,12,inletPGDEM_42313.mdpa,0.5537009999950846,42303.16761381523,0.605940973064147,4.280507841672891,42043.194714480036,-460.8180820186124,-823.5415656768187,-461.3762391507448,42545.72733930574,-33.04639642799727,-824.8229308524226,-32.87102221867105,42320.580787659936,0.004842747190934178,-4.4509948979646665e-05,-7.508250016831904e-05,-4.4509948979646665e-05,0.0049089963048253435,-9.693482986018498e-06,-7.508250016831904e-05,-9.693482986018498e-06,0.004869088102380342,0.33251979744294113,-0.00179978722325076,-0.0030180331740383695,-0.00179978722325076,0.3345144709699275,-0.001168884985290144,-0.0030180331740383695,-0.001168884985290144,0.33296573158712944,1.6938145555017108,0.04003989892587973,0.00016271192233845402,0.00666560109069317
density_0.595,0.595,51.37275188399581,1.7107328301982312,0.6069730747306874,51380.3865512099,-7.634667214086221,0.000193311961936628,13,inletPGDEM_51380.mdpa,0.5765509999957417,51372.751883995814,0.6069730747306874,4.3498132935026135,51048.84562670989,-565.607357043467,-964.7731332862294,-565.0611234266935,51667.88211312391,-43.45979236333438,-965.8005374295773,-42.75118026769528,51401.527912153666,0.005545769539625693,-5.077614189391486e-05,-8.306788408174926e-05,-5.077614189391486e-05,0.0056209049362108306,-9.706932874959767e-06,-8.306788408174926e-05,-9.706932874959767e-06,0.005575587522210737,0.33278528446291167,-0.001785377563860241,-0.0030250264613322577,-0.001785377563860241,0.33481659356660787,-0.0011640733362884657,-0.0030250264613322577,-0.0011640733362884657,0.33239812197047824,2.0122096901580808,0.03916881257795625,0.00018169259052151394,0.006792851593731236
density_0.595,0.595,62.382655236822416,1.7950638559959646,0.6081338635430598,62390.19085917585,-7.5356223534327,0.00010258660740407076,14,inletPGDEM_62390.mdpa,0.5977509999963513,62382.655236822415,0.6081338635430598,4.417027632561613,61942.590682966125,-690.8353503931637,-1151.8746369145674,-690.8345584045305,62762.41082507142,-59.023540255179775,-1151.8768755210288,-59.03338098476355,62442.96420242971,0.0063484882775383805,-5.862640008571055e-05,-9.339963873894424e-05,-5.862640008571055e-05,0.006436918113337612,-1.1322042531459434e-05,-9.339963873894424e-05,-1.1322042531459434e-05,0.00638526656398136,0.332875394451464,-0.001739614761174649,-0.0032279629038260873,-0.001739614761174649,0.3349260774037435,-0.0010704979505260193,-0.0032279629038260873,-0.0010704979505260193,0.33219852814479367,2.4361706812250761,0.03905205175984694,0.00020684870856258416,0.007058852344928324
density_0.595,0.595,75.75293297742151,1.87939945237237,0.6094366843305659,75759.17926512215,-6.24628770063282,0.00010602780327520012,15,inletPGDEM_75759.mdpa,0.6190009999969623,75752.93297742151,0.6094366843305659,4.5054518297236745,75212.80734987835,-839.423752557359,-1370.3820549524382,-839.3862201361471,76225.28551730287,-79.97757460160658,-1370.380409844023,-79.9857802175416,75820.70606508334,0.0072705041668253865,-6.605339764832906e-05,-0.0001051948217829879,-6.605339764832906e-05,0.0073723941597006685,-1.1814862150205117e-05,-0.0001051948217829879,-1.1814862150205117e-05,0.007310942634299194,0.33276845805379407,-0.0013234912866346659,-0.002925460553104166,-0.0013234912866346659,0.33495322890550827,-0.00037199102233673935,-0.002925460553104166,-0.00037199102233673935,0.33227831304070277,2.9233536011267547,0.03859063255013601,0.00023367144381026812,0.006117948856346371
density_0.595,0.595,91.98403938022686,1.963712477232187,0.6108995230489669,91992.87842987601,-8.839049649148365,0.00010638022553937687,16,inletPGDEM_91993.mdpa,0.6387009999975288,91984.03938022687,0.6108995230489669,4.584615384615384,91348.03666793906,-1015.9248876460108,-1635.4531745277434,-1015.9141960995945,92573.27054097834,-125.87423767226586,-1635.4522365637008,-125.89877869985433,92030.8109317632,0.008330611705265115,-7.349240314201746e-05,-0.00011791849164909361,-7.349240314201746e-05,0.008443615176306271,-1.2157189421844442e-05,-0.00011791849164909361,-1.2157189421844442e-05,0.008371640521285606,0.3327295007926177,-0.0014338614144637828,-0.002674901172737986,-0.0014338614144637828,0.33528914789831915,-0.00015603833849165753,-0.002674901172737986,-0.00015603833849165753,0.3319813513090682,3.5069583723765767,0.03812572698487562,0.0002611088917088857,0.0060607530905249585
density_0.595,0.595,111.69652454244086,2.0480396601744992,0.6125423676166624,111705.13941549498,-8.614873054131749,0.00013188385965685575,17,inletPGDEM_111705.mdpa,0.6574009999980666,111696.52454244085,0.6125423676166624,4.666766243465273,110934.07896210444,-1224.4508016824338,-1930.0403225431414,-1224.434896289546,112448.06465327693,-131.74958649819015,-1930.0500023121103,-131.74815666813006,111707.4300119412,0.009545205091289345,-8.192215238858456e-05,-0.0001312166935218986,-8.192215238858456e-05,0.009672399002477707,-1.0565144217804651e-05,-0.0001312166935218986,-1.0565144217804651e-05,0.009584810712163954,0.33278879734551786,-0.0011962673519364457,-0.003024295882494371,-0.0011962673519364457,0.3351196305448772,-2.8104015880554257e-05,-0.003024295882494371,-2.8104015880554257e-05,0.3320915721096077,4.1766564677662998,0.03739289548064061,0.00029125821597612535,0.006267268556060634
density_0.595,0.595,135.63239350294458,2.1323634258102078,0.6143889150263813,135641.34946975118,-8.955966806592187,0.0001388826541713825,18,inletPGDEM_135641.mdpa,0.6747509999985655,135632.3935029446,0.6143889150263813,4.755489171023152,134715.87064389518,-1429.181392329852,-2279.8526372127926,-1429.1812675981914,136550.9115976042,-148.4172032231087,-2279.8953185506166,-148.41700118329553,135630.39826733433,0.01093725382271308,-8.982068121397046e-05,-0.00014800511092853206,-8.982068121397046e-05,0.011080205409761465,-1.0800129737529488e-05,-0.00014800511092853206,-1.0800129737529488e-05,0.010976012499665743,0.3326661306112801,-0.001049340671841886,-0.003016143927615666,-0.001049340671841886,0.33543049626995874,-0.0004651248639825789,-0.003016143927615666,-0.0004651248639825789,0.33190337311876034,4.9307988430252028,0.03635413868087607,0.0003265983897811853,0.0064479299496664885
density_0.595,0.595,164.70060698076043,2.2166951997035076,0.6164886164452901,164706.61763860684,-6.010657846403774,0.0002304865511962192,19,inletPGDEM_164707.mdpa,0.694000999999119,164700.60698076044,0.6164886164452901,4.828080657206871,163370.31738839592,-1662.6812235170019,-2734.0176067200887,-1662.6966678972103,165976.51244580367,-111.72110202686348,-2734.0144503775036,-111.6070335380999,164754.99110808165,0.012518113951162965,-9.851172951366347e-05,-0.0001651411242137754,-9.851172951366347e-05,0.012693649330439129,-1.0631793605313733e-05,-0.0001651411242137754,-1.0631793605313733e-05,0.012563454762091907,0.33287983481812605,-0.000583422813120025,-0.0027279650187714906,-0.000583422813120025,0.3351266525833441,-0.00036414065724240085,-0.0027279650187714906,-0.00036414065724240085,0.33199351259853294,5.9880201493096905,0.03635700110084709,0.00036902181839439574,0.005618672697179784
density_0.595,0.595,199.99226945964563,2.301013208684458,0.6188146315064381,200000.0,-7.730540354386903,0.0010599363080974187,20,inletPGDEM_200000.mdpa,0.7102009999995849,199992.2694596456,0.6188146315064381,4.922778192681105,198428.2776021198,-1916.182224361232,-3287.161073274337,-1916.2038032890177,201492.4862364313,-167.14150629897082,-3286.8483696842577,-167.30384465831648,200056.04454038572,0.01434925874141743,-0.00010653346935739052,-0.00018754888503712827,-0.00010653346935739052,0.014538607929021851,-1.2025342525064397e-05,-0.00018754888503712827,-1.2025342525064397e-05,0.014388904619081551,0.3331057668284519,-0.0005492342910258643,-0.003133024115039057,-0.0005492342910258643,0.3351151476584803,-0.0004996871800113483,-0.003133024115039057,-0.0004996871800113483,0.33177908551306895,7.1108128741960686,0.03555543868474819,0.0004122180435633048,0.006290076287655581
density_0.600,0.6,4.990516227908028,0.6981454721436102,0.6018476063863085,5000.0,-9.483772091972241,0.0007039381988438346,1,inletPGDEM_5000.mdpa,0.2817509999993798,4990.516227908028,0.6018476063863085,3.832370798163779,5064.179447910287,-91.67878685825379,-86.57440070887102,-91.66702710999972,4792.068775220809,-10.792430770671638,-86.56037379039498,-10.798582394171477,5115.300460592986,0.0010934489218759357,-1.4378773207188102e-05,-1.1619378077015306e-05,-1.4378773207188102e-05,0.0010537950437349798,8.079044190021454e-08,-1.1619378077015306e-05,8.079044190021454e-08,0.001099375770505489,0.33427756117478974,-0.0031013479735701264,-0.0012469698628007112,-0.0031013479735701264,0.3313153615753426,0.00037105161636035306,-0.0012469698628007112,0.00037105161636035306,0.3344070772498659,0.37230536079420945,0.07460257492244965,5.355256201545586e-05,0.006565666038422437
density_0.600,0.6,6.062098865692763,0.7826230149208628,0.6021279909533436,6071.4014672692865,-9.302601576523557,0.00040602346044971887,2,inletPGDEM_6071.mdpa,0.31930099999837513,6062.098865692763,0.6021279909533436,3.8936768843476974,6147.946390974537,-108.91395370861348,-93.39248904869426,-108.91525791963788,5838.499236535656,-16.42546899603125,-93.38103399145275,-16.427464077575323,6199.850969568097,0.0012633801359254245,-1.6367510128084656e-05,-1.2100448372769706e-05,-1.6367510128084656e-05,0.0012203212957442844,-2.4465461028172835e-07,-1.2100448372769706e-05,-2.4465461028172835e-07,0.0012679280260242216,0.33415279988065444,-0.0027094439921444926,-0.0013609143236188372,-0.0027094439921444926,0.3313272843209488,0.000554698748665135,-0.0013609143236188372,0.000554698748665135,0.3345199157983941,0.42080075224423213,0.06941502630807786,5.756476507813825e-05,0.006136627717785535
density_0.600,0.6,7.3626554030585964,0.867034474515505,0.6024412696412949,7372.383155351938,-9.727752293340927,0.00021835176959141952,3,inletPGDEM_7372.mdpa,0.3553509999974106,7362.655403058597,0.6024412696412949,3.9434325484969643,7463.45554443007,-129.23112944054424,-101.1686848952186,-129.32591500986447,7111.255675375842,-20.069215572765657,-100.98357097295013,-19.506524153879866,7513.254989369877,0.0014560293064092152,-1.8550484494796882e-05,-1.2716339613941151e-05,-1.8550484494796882e-05,0.0014090318837039343,-2.3960695531347724e-07,-1.2716339613941151e-05,-2.3960695531347724e-07,0.0014582928987827571,0.3337684800532897,-0.0028826428727635966,-0.001767512396552292,-0.0028826428727635966,0.33197911978903405,0.000311548392388756,-0.001767512396552292,0.000311548392388756,0.3342524001576753,0.47542296914595034,0.06457221520220137,6.195090102629405e-05,0.00623652735443132
density_0.600,0.6,8.943495020324686,0.951507269513968,0.6027920743738135,8952.139581335026,-8.644561010340112,0.0002779315332538675,4,inletPGDEM_8952.mdpa,0.3899009999964862,8943.495020324686,0.6027920743738135,4.026062490744854,9062.226585654378,-155.64860466098486,-108.7342992547232,-155.641247504521,8658.867725864695,-24.546081778568936,-108.73276986396779,-24.54547870064618,9109.390749454988,0.0016750433469201373,-2.097644778844508e-05,-1.3118043518273871e-05,-2.097644778844508e-05,0.0016242243443609328,-4.81632416550839e-07,-1.3118043518273871e-05,-4.81632416550839e-07,0.0016755771434233105,0.334091527859593,-0.002427513319514733,-0.0010002107036597842,-0.002427513319514733,0.3315692262929118,0.0009734019807189402,-0.0010002107036597842,0.0009734019807189402,0.3343392458474942,0.54212486673823579,0.06061666781344665,6.668554684292668e-05,0.005529055092545592
density_0.600,0.6,10.861085045568272,1.0358732143655098,0.6031886609149701,10870.406677863399,-9.32163229512662,0.00013084788261312542,5,inletPGDEM_10870.mdpa,0.42660099999550427,10861.085045568272,0.6031886609149701,4.075225825559011,10999.897663201065,-193.25408489739928,-113.59997156858604,-193.2545103813475,10539.205226267864,-26.35662165564577,-113.59987362562867,-26.351509882868925,11044.152247235888,0.0019239078655665864,-2.432107649106128e-05,-1.3347769937602455e-05,-2.432107649106128e-05,0.0018691191747795685,-6.566239547547681e-08,-1.3347769937602455e-05,-6.566239547547681e-08,0.001921607450613295,0.3343396046018452,-0.002219867817636566,-0.0014087924294598018,-0.002219867817636566,0.33166216760536493,0.0008441146325826495,-0.0014087924294598018,0.0008441146325826495,0.3339982277927882,0.62243381182093149,0.05730862148758403,7.204236205302592e-05,0.005407985609045146
density_0.600,0.6,13.190257877138809,1.1202532863366312,0.6037184700700806,13199.720610758754,-9.462733619944629,0.0002924805265755696,6,inletPGDEM_13200.mdpa,0.510800999993851,13190.257877138809,0.6037184700700806,4.132089441729602,13374.594649472507,-234.8046743524659,-176.15270915438853,-234.80318787963347,12819.717321751454,-20.110940274085593,-176.14050727389844,-20.115588744846857,13376.46166019247,0.0022000806787610704,-2.6371672786207254e-05,-1.7528261478145196e-05,-2.6371672786207254e-05,0.002135991235149542,1.4317401917216934e-06,-1.7528261478145196e-05,1.4317401917216934e-06,0.002188940313447907,0.3351294727926934,-0.002248130133787078,-0.0009674513169197017,-0.002248130133787078,0.3320953822829582,0.0010139305841078575,-0.0009674513169197017,0.0010139305841078575,0.3327751449243481,0.75407126174049954,0.057168803579454384,8.081985879159283e-05,0.005353469923900038
density_0.600,0.6,16.01876778858756,1.204629105805721,0.6042098034421504,16028.160616741054,-9.392828153491791,0.00013600874276749984,7,inletPGDEM_16028.mdpa,0.5403509999947007,16018.767788587562,0.6042098034421504,4.19398785724863,16231.561744984185,-272.0845214636817,-185.85201259280456,-272.0747070368743,15611.495417934773,-19.459698693107867,-185.84494348430982,-19.467509698296585,16213.246202843731,0.002527200399043732,-2.9480799086348207e-05,-1.832489243127822e-05,-2.9480799086348207e-05,0.0024592754483918986,1.9325919883546244e-06,-1.832489243127822e-05,1.9325919883546244e-06,0.0025121713662129433,0.33459845289459533,-0.0017443634742081628,-0.0009815954779557616,-0.0017443634742081628,0.3327322812025902,0.0007975092774046155,-0.0009815954779557616,0.0007975092774046155,0.3326692659028169,0.83683826020403873,0.05224111312733038,8.628317775238586e-05,0.004187031055625281
density_0.600,0.6,19.453714020474504,1.2890025272358365,0.6047647280366955,19462.679577221905,-8.965556747400115,0.00010406078660295,8,inletPGDEM_19463.mdpa,0.5689509999955231,19453.714020474505,0.6047647280366955,4.24848215607878,19701.96702432127,-311.2648858646338,-200.82763700271755,-311.26502082421985,19001.542495365793,-17.20428346806849,-200.83556301086966,-17.207032670022702,19657.63254173644,0.0028991025766365868,-3.2396832620258e-05,-1.910753905179111e-05,-3.2396832620258e-05,0.0028267322235648266,2.5579650300808094e-06,-1.910753905179111e-05,2.5579650300808094e-06,0.002878667514091507,0.33502385579556754,-0.0014235669237579495,-0.0006894237330224094,-0.0014235669237579495,0.33237872889764636,0.0005520865448025611,-0.0006894237330224094,0.0005520865448025611,0.33259741530678616,0.93490792076790019,0.048058068489335,9.18681396683811e-05,0.003858239108414079
density_0.600,0.6,23.624453601191362,1.3733617727058862,0.6053878261707203,23633.148268427438,-8.694667236075475,0.00014571721603001575,9,inletPGDEM_23633.mdpa,0.5963009999963096,23624.453601191362,0.6053878261707203,4.30534577224937,23913.474928578486,-357.59607795009447,-212.9428192844153,-357.5863689220627,23121.84360848657,-18.332574085309428,-212.944185671465,-18.343395580642827,23838.042266509037,0.0033235390981620275,-3.587966380297605e-05,-1.9655044803335826e-05,-3.587966380297605e-05,0.0032458358009652645,3.1576908667616723e-06,-1.9655044803335826e-05,3.1576908667616723e-06,0.003297643237508859,0.3352416807248513,-0.0012074438035369665,-0.0006333187434939232,-0.0012074438035369665,0.3321797797798085,0.0009192893752400538,-0.0006333187434939232,0.0009192893752400538,0.332578539495335,1.0456163138583141,0.044259915234847354,9.872755671571626e-05,0.004052851136315568
density_0.600,0.6,28.689375014056004,1.4577210874267863,0.6060885773818553,28697.266214624622,-7.891200568617933,7.184688233968073e-05,10,inletPGDEM_28697.mdpa,0.6227509999970702,28689.375014056004,0.6060885773818553,4.360728565082185,29031.813338632466,-413.3829507706592,-234.37893961738394,-413.3894544600484,28130.066486262873,-14.568382745244174,-234.38031349971732,-14.567616157520783,28906.245217272684,0.0038089226146775317,-3.9206746391379506e-05,-2.0583851663576836e-05,-3.9206746391379506e-05,0.0037237306447817863,3.892234118171582e-06,-2.0583851663576836e-05,3.892234118171582e-06,0.003776092223369802,0.33525414803453113,-0.0011180851203951405,-0.00018649296785667568,-0.0011180851203951405,0.3322135756869654,0.0010132490802170257,-0.00018649296785667568,0.0010132490802170257,0.3325322762785014,1.1805874156957537,0.041150684360232295,0.00010708249537245957,0.003913096094943042
density_0.600,0.6,34.83751326935171,1.5420471471409554,0.6068771432621572,34846.52484041782,-9.011571066112083,8.890506370759827e-05,11,inletPGDEM_34847.mdpa,0.6475009999977819,34837.51326935171,0.6068771432621572,4.433585073300756,35239.0336567447,-483.71406082219397,-263.1005032149396,-483.72415251524893,34209.059681708524,-8.612383478818783,-263.113377929585,-8.618432432051453,35064.4464696019,0.004362050466276155,-4.3527590178687325e-05,-2.1574998765135192e-05,-4.3527590178687325e-05,0.004269320454383418,5.685715597376691e-06,-2.1574998765135192e-05,5.685715597376691e-06,0.004323968117810338,0.3345189077515574,-0.0013184275394329274,-0.0002331438028044163,-0.0013184275394329274,0.33234701270660394,0.0014911281609331444,-0.0002331438028044163,0.0014911281609331444,0.3331340795418424,1.3495768970408117,0.03873918573367582,0.00011702615462007312,0.00395921544443738
