checkpoint,packing_file,time,p,packing,MCN,sigma_xx,sigma_xy,sigma_xz,sigma_yx,sigma_yy,sigma_yz,sigma_zx,sigma_zy,sigma_zz,K_xx,K_xy,K_xz,K_yx,K_yy,K_yz,K_zx,K_zy,K_zz,Fabric_xx,Fabric_xy,Fabric_xz,Fabric_yx,Fabric_yy,Fabric_yz,Fabric_zx,Fabric_zy,Fabric_zz,q,q_over_p,kd,a
14,inletPGDEM_density_013_0.627317.mdpa,0.5446509999948244,19990.53241012977,0.6273166026456685,5.018395657418576,20316.576990937698,178.908962016498,106.43759597927622,178.94080053413296,19830.371641770183,242.21114666611032,106.42620037396404,242.2171101609312,19824.64859768143,0.0031180235837258226,1.7897625061948986e-05,6.749003657536878e-06,1.7897625061948986e-05,0.0030577450586191,3.484502155123857e-05,6.749003657536878e-06,3.484502155123857e-05,0.0030517508043854612,0.33420848704244355,0.0018947705243536111,-0.0003374709693971564,0.0018947705243536111,0.3348296814250583,0.0034602625997848272,-0.0003374709693971564,0.0034602625997848272,0.33096183153249936,0.73840341860158853,0.03693765645918558,9.365311077363762e-05,0.007744406781035587
15,inletPGDEM_density_014_0.627996.mdpa,0.570650999995572,19990.957047034,0.627996338860673,5.041917973462002,20247.25360581929,135.16234160632197,194.4034140610457,135.13181516775538,19904.616028625176,295.6521271562721,194.39921032964466,295.64270220897833,19821.001506657536,0.0031206025642604865,1.4208074153889697e-05,2.0920839666763528e-05,1.4208074153889697e-05,0.003076883721956967,4.036615810352398e-05,2.0920839666763528e-05,4.036615810352398e-05,0.0030564758120503856,0.33479283515957015,0.0011617570782972218,0.000734040289553553,0.0011617570782972218,0.3349212656089333,0.004357603603456822,0.000734040289553553,0.004357603603456822,0.330285899231497,0.76382809974389654,0.038208680952432114,0.00010013472437050027,0.009139989338513371
16,inletPGDEM_density_015_0.628612.mdpa,0.5964009999963125,19991.570615858785,0.6286116535594639,5.076598311218335,20203.10476043241,183.38399220355114,247.76068810564237,183.38543072811694,19900.331678376468,286.12260099262926,247.76938334138117,286.1438923384954,19871.275408767484,0.0031218018344880646,2.2703469085633312e-05,2.7916958512326935e-05,2.2703469085633312e-05,0.0030801581391625165,3.384783909530276e-05,2.7916958512326935e-05,3.384783909530276e-05,0.0030676543821277352,0.3349070609682857,0.0021635521191862416,0.00050458749602703,0.0021635521191862416,0.33425795915081746,0.0034106775727683635,0.00050458749602703,0.0034106775727683635,0.3308349798808963,0.79497318397768579,0.03976541909854019,9.865437053826565e-05,0.008004051834784327
17,inletPGDEM_density_016_0.629179.mdpa,0.6217509999970414,19991.699046742073,0.6291794421912713,5.110373944511459,20227.70113330302,140.40724907371361,206.17036352752623,140.59956598580345,19832.85550029956,306.36379170941404,206.16973231727363,306.39468248879996,19914.540506623638,0.0031279472181519386,1.9653492816097775e-05,2.350652646282974e-05,1.9653492816097775e-05,0.0030750743440481356,3.656396189779646e-05,2.350652646282974e-05,3.656396189779646e-05,0.0030822779505036654,0.33438482752228066,0.001987285115286703,0.000562956460303925,0.001987285115286703,0.3332573098194286,0.0033733529118873274,0.000562956460303925,0.0033733529118873274,0.332357862658291,0.77373714782615788,0.038702920948194705,9.640423752303155e-05,0.007073304735709904
18,inletPGDEM_density_017_0.629725.mdpa,0.6465009999977531,19990.83497626879,0.6297250342997729,5.109770808202653,20252.756044514725,82.00569350174631,188.27864317145398,81.96585350384889,19846.562804370624,256.0169179236182,188.26976335967706,256.06508851597107,19873.18607992102,0.003132461123745431,1.2666832160786633e-05,2.0839442112021104e-05,1.2666832160786633e-05,0.0030794002323053806,3.2490584725717886e-05,2.0839442112021104e-05,3.2490584725717886e-05,0.0030800604043457014,0.3354418464027017,0.001469640273002167,0.0013689292923581644,0.001469640273002167,0.3328656116563546,0.003412175619503407,0.0013689292923581644,0.003412175619503407,0.331692541940942,0.69142249715813864,0.03458697437995609,8.793163225835755e-05,0.007620068121726762
19,inletPGDEM_density_018_0.630248.mdpa,0.6711009999984605,19991.016050056438,0.6302483819669903,5.122738238841978,20301.22848686212,23.277185060722083,231.6301302747966,23.226291295423543,19888.10121881653,280.1046441770672,231.6291158024364,280.10073357079483,19783.718444490656,0.0031452491673878862,6.887374599421385e-06,2.9221301945498285e-05,6.887374599421385e-06,0.003088803445114672,3.4187582399959446e-05,2.9221301945498285e-05,3.4187582399959446e-05,0.0030723307966533317,0.3355497021144223,0.0012275240530126592,0.002179272262386511,0.0012275240530126592,0.33270778086186387,0.003039845552582932,0.002179272262386511,0.003039845552582932,0.33174251702371355,0.78907832390522492,0.03947164676019543,0.0001029447029733881,0.007631616220213108
20,inletPGDEM_density_019_0.630750.mdpa,0.6954509999991607,19991.010660021464,0.6307496213014535,5.14897466827503,20334.425524199007,-10.352320963541594,164.95331737218194,-10.34126844351221,19894.377027258277,190.9696095961092,164.9277479958273,191.02404635611512,19744.229428607116,0.0031556287810968436,1.4131675401577875e-06,2.2809930238687676e-05,1.4131675401577875e-06,0.0030921183872194735,2.240440942068256e-05,2.2809930238687676e-05,2.240440942068256e-05,0.0030708611679863816,0.33581800094637415,0.00108645171200845,0.002095922319264174,0.00108645171200845,0.33371956874983094,0.002761205972370195,0.002095922319264174,0.002761205972370195,0.3304624303037936,0.68821208961312452,0.034426077866559726,9.438345422081918e-05,0.007838356400560855
21,inletPGDEM_density_020_0.631228.mdpa,0.7198009999998609,19991.361731870144,0.6312279283709512,5.177322074788902,20319.847043566755,-45.055183750308565,237.4059701577068,-45.072816259185146,19843.22575189207,175.02278863756436,237.3895170223053,175.0609396453324,19811.012400151605,0.0031559859836951818,-4.0563609096895e-06,2.8922231659876373e-05,-4.0563609096895e-06,0.0030913752187129323,1.8377548327194122e-05,2.8922231659876373e-05,1.8377548327194122e-05,0.003080013663593167,0.33571019966608084,0.0013653828765503215,0.00210712454331001,0.0013653828765503215,0.33380770279162714,0.0015220942532850712,0.00210712454331001,0.0015220942532850712,0.3304820975422934,0.71459320416027328,0.03574509899548623,9.278882554280814e-05,0.006846104271311203
22,inletPGDEM_density_021_0.631679.mdpa,0.7436010000005453,19991.170715874396,0.6316794370999305,5.2207478890229195,20346.41165398665,-16.432047422112362,194.90994321371804,-16.397958720361945,19823.92978138448,70.43936816091342,194.88058037412804,70.46428564188261,19803.170712252064,0.0031639698610795787,-1.2196890698066017e-06,2.624317989256898e-05,-1.2196890698066017e-06,0.003090357213232682,1.0636677690531985e-05,2.624317989256898e-05,1.0636677690531985e-05,0.0030806770966475216,0.33596039104467934,0.0005281073785995321,0.0017901042983167938,0.0005281073785995321,0.33330512728419043,0.0021486128268894907,0.0017901042983167938,0.0021486128268894907,0.3307344816711336,0.64336281472790124,0.03218234809115136,9.292523191906947e-05,0.006692093117200046
23,inletPGDEM_density_022_0.632111.mdpa,0.7673010000012268,19990.805406213487,0.6321113085964543,5.229794933655006,20345.035446304875,-40.36567799900304,276.1117562090207,-40.36385884270527,19764.895716449482,59.63648015755749,276.13752627130935,59.66428802566194,19862.485055886107,0.003167173324525004,-5.426778144903411e-06,3.4759606094583556e-05,-5.426778144903411e-06,0.0030848235812050754,7.054575852312928e-06,3.4759606094583556e-05,7.054575852312928e-06,0.003091457959498944,0.3360036911275928,7.957204891574684e-05,0.0027808733702555763,7.957204891574684e-05,0.33282547119355615,0.002148134087761563,0.0027808733702555763,0.002148134087761563,0.33117083767885097,0.73059375472776544,0.03654648924253369,0.00010070500177567586,0.007426970354805531
1,inletPGDEM_density_000_0.599115.mdpa,0.30870099999865874,4990.28005335854,0.5991148605870608,3.641133896260555,5102.889010740176,-20.83999761831141,31.614391240134726,-20.829543626658243,4896.800499198471,57.96813321226549,31.620320621399525,57.94376351408738,4971.150650136972,0.0010877004611692465,-6.955907899370369e-06,3.61528953807999e-06,-6.955907899370369e-06,0.001062656541017535,1.3902407948857017e-05,3.61528953807999e-06,1.3902407948857017e-05,0.0010723916669728168,0.33600911660558297,-0.003611984204528709,0.0009327846307473042,-0.003611984204528709,0.3325011091518458,0.002843381519441986,0.0009327846307473042,0.002843381519441986,0.3314897742425712,0.21692307066985625,0.04346911763476351,3.524713685698346e-05,0.009103883323770984
2,inletPGDEM_density_001_0.605751.mdpa,0.403550999996121,4990.753001442782,0.605750976748571,3.684258142340169,5005.436099968778,-6.854932540603622,34.25981590330108,-6.865683284583047,5069.006076576438,65.92587436062725,34.22873709096495,65.98099186175142,4897.816827783127,0.0011115374914422353,7.86957122708828e-07,6.98707918389576e-06,7.86957122708828e-07,0.0011222012773425862,1.4779740418288172e-05,6.98707918389576e-06,1.4779740418288172e-05,0.0010926614811620058,0.3340283087403379,-0.00045929905289036384,0.0011265506636739249,-0.00045929905289036384,0.3341017395680217,0.0028636809106032967,0.0011265506636739249,0.0028636809106032967,0.3318699516916403,0.19792214703377645,0.03965777247973581,3.840504833625414e-05,0.0058193305720960365
3,inletPGDEM_density_002_0.608247.mdpa,0.46820099999439124,4990.477742490025,0.6082472169040852,3.7943305186972256,4989.316042293138,-52.19160060201401,33.03309137561867,-52.194404503207366,5083.260301242927,68.49919271077431,33.075516925395355,68.49578393428865,4898.856883934012,0.0011232149336476388,-9.388539291376386e-06,5.738657723556968e-06,-9.388539291376386e-06,0.0011405501945642611,1.596239893001846e-05,5.738657723556968e-06,1.596239893001846e-05,0.0011061784755652749,0.3318586580896838,-0.000371475780328749,0.0018238945541682104,-0.000371475780328749,0.33586677972938916,0.0038093312683057795,0.0018238945541682104,0.0038093312683057795,0.3322745621809284,0.22590332095162291,0.045266872754131805,4.487436626045134e-05,0.00827633928974588
4,inletPGDEM_density_003_0.609705.mdpa,0.5230009999942018,4990.249584722348,0.6097053139685661,3.9062123039806997,4985.65299110808,-57.997418454735175,42.804067099243284,-58.000446278431376,5071.033889869911,60.20299226106777,42.73591060507894,60.18994467549815,4914.061873189052,0.0011315976677739293,-1.2162386686659568e-05,6.755829744618662e-06,-1.2162386686659568e-05,0.0011481023318196668,1.3363382223715302e-05,6.755829744618662e-06,1.3363382223715302e-05,0.0011178916387670063,0.3321268429988725,-0.0024760867001965155,0.0008907341794727758,-0.0024760867001965155,0.3360001498358469,0.002281787720734356,0.0008907341794727758,0.002281787720734356,0.33187300716527723,0.21208015560747948,0.042498907520931016,4.246065449678477e-05,0.0072417557496161754
5,inletPGDEM_density_004_0.610780.mdpa,0.5730009999956396,4990.477657860051,0.610780365020288,4.0060313630880575,4996.963490404144,-45.231839927455695,-6.200476468334961,-45.227281104100754,5021.433381321476,45.85891971924776,-6.220587539202859,45.86589826829708,4953.036101854533,0.0011421398479653237,-9.052026584386088e-06,1.3986725164197064e-06,-9.052026584386088e-06,0.001148856847298633,1.1284945701045928e-05,1.3986725164197064e-06,1.1284945701045928e-05,0.0011339923590395844,0.3320068436820967,-0.0020680114687125824,0.0015014757824388482,-0.0020680114687125824,0.33436132024359305,0.00238699260189695,0.0015014757824388482,0.00238699260189695,0.3336318360743121,0.12714646287112186,0.025477814267110273,2.8283612609169668e-05,0.006406610459344024
6,inletPGDEM_density_005_0.611659.mdpa,0.6200509999969925,4990.53656874199,0.6116589171927592,4.115199034981906,4997.583239366883,-54.5604067716758,7.468710477685667,-54.5658776133483,5040.351588679065,61.151158573564146,7.462994415642958,61.13158029837027,4933.67487818002,0.0011530115856496354,-1.0140227769628687e-05,3.644426703718752e-06,-1.0140227769628687e-05,0.001157627899907824,1.4113479985733244e-05,3.644426703718752e-06,1.4113479985733244e-05,0.0011420185970975533,0.33315153795260494,-0.0030311016483153953,0.001011212090247933,-0.0030311016483153953,0.3345824713829832,0.002927468152864467,0.001011212090247933,0.002927468152864467,0.3322659906644129,0.17017665312158919,0.03409987098130556,3.3745998162877103e-05,0.0077742854552950305
7,inletPGDEM_density_006_0.612427.mdpa,0.6660509999983153,4990.474886330675,0.6124267030031709,4.145958986731001,5005.86091999663,-32.380836088811186,-23.347991633495152,-32.384916692010805,5056.763112346573,73.23218648011645,-23.361342339987434,73.2028318275504,4908.800626648823,0.001155220757980916,-8.117886472313926e-06,-1.395086968799812e-06,-8.117886472313926e-06,0.0011646051276988421,1.6681588179519706e-05,-1.395086968799812e-06,1.6681588179519706e-05,0.001138428406470758,0.3321116291833484,-0.002069200469013568,0.0003274290388669566,-0.002069200469013568,0.33579410793393155,0.003969928524139966,0.0003274290388669566,0.003969928524139966,0.3320942628827232,0.19446593697862832,0.038967421219028006,3.9572721628731644e-05,0.008606526645496467
8,inletPGDEM_density_007_0.613106.mdpa,0.710100999999582,4990.62711304069,0.613106214652366,4.195416164053076,5018.122980524055,-22.243583708277924,-3.722648457875324,-22.258630492934373,5043.919793172179,57.46111282327107,-3.714871524909562,57.47104000681881,4909.838565425836,0.0011608736692450975,-5.598489287938607e-06,3.0832163023230275e-06,-5.598489287938607e-06,0.0011671151805148676,1.6063628180054136e-05,3.0832163023230275e-06,1.6063628180054136e-05,0.0011432874310489522,0.33352005907137433,-0.0018496452140939537,0.0013846963882374079,-0.0018496452140939537,0.33408702469616885,0.004395330566669479,0.0013846963882374079,0.004395330566669479,0.3323929162324565,0.1631510214460539,0.032691487011669206,3.68057781721789e-05,0.008729459269088463
9,inletPGDEM_density_008_0.613733.mdpa,0.7528510000008113,4990.30148708568,0.6137330155196399,4.2554282267792525,5031.380075386255,1.7112273237444018,-0.303733021874405,1.6965081537400206,5029.479446483826,64.41915826949713,-0.28741301920256546,64.4077949904692,4910.0449393869585,0.0011656069634952203,-1.301804899099239e-06,4.865789790417845e-06,-1.301804899099239e-06,0.0011684378144234029,1.4560277404286956e-05,4.865789790417845e-06,1.4560277404286956e-05,0.001145309546867536,0.33282848465040815,-0.0006386286245992335,0.0012313250174720706,-0.0006386286245992335,0.33483888150847296,0.002649592558256032,0.0012313250174720706,0.002649592558256032,0.33233263384111605,0.16416904248868452,0.03289762009640799,3.449021096694687e-05,0.0056672273725155735
10,inletPGDEM_density_009_0.614314.mdpa,0.7944510000020075,4990.157856046582,0.6143136524153023,4.333534378769602,5025.7566722174515,-15.950454968203553,2.385280144077933,-15.945583406309012,5038.400748689389,56.26713122954325,2.3961389194959657,56.2620172659676,4906.3161472329075,0.0011711324363250523,-4.743700788222905e-06,3.964568238111546e-06,-4.743700788222905e-06,0.0011750102363309763,1.3908951379155616e-05,3.964568238111546e-06,1.3908951379155616e-05,0.0011514713412510288,0.33298547764347575,-0.0008835299597985334,0.0006775009808948598,-0.0008835299597985334,0.3350843721977589,0.0026750979957258347,0.0006775009808948598,0.0026750979957258347,0.3319301501587674,0.16190552277808148,0.032444970169009844,3.4247278254510815e-05,0.005737720952412574
11,inletPGDEM_density_010_0.614844.mdpa,0.8351010000031764,4990.234179173811,0.6148444876966108,4.357358262967431,5014.860101461157,-18.73581558544873,16.023846546430747,-18.737974666528913,5044.013314461031,29.853759958598467,16.02946603618236,29.85964207281989,4911.829121599246,0.0011713949522528452,-5.239695833648019e-06,6.647630219211644e-06,-5.239695833648019e-06,0.001176647282468187,9.502011538766112e-06,6.647630219211644e-06,9.502011538766112e-06,0.0011545158792606368,0.3325082225007762,-0.001501863732074033,0.0012519345556425978,-0.001501863732074033,0.3349424437480898,0.002750071373726005,0.0012519345556425978,0.002750071373726005,0.3325493337511311,0.13772080247116453,0.027598064043953492,2.9781628776501326e-05,0.0063233323036526335
