density,MCN,trace_sigma,trace_K,trace_Fabric,q,q_over_p,kd,a,orientation,series_id
0.599881890274012,3.657654966392831,4990.218587809447,0.0010825278896963002,0.3333333333333334,258.5801820805913,0.05181740589726353,4.1384286406437705e-05,0.009032165504471243,horizontal,horizontal_1
0.6001693899817193,3.71142643764003,6062.539812611245,0.0012467214390230333,0.3333333333333339,302.7390645517363,0.049936012613390354,4.6939661051199564e-05,0.008060895555986219,horizontal,horizontal_1
0.6004903226581786,3.769678864824496,7362.558764147235,0.0014329881639913,0.3333333333333331,357.506683989371,0.04855739634028973,5.374335316265735e-05,0.009396663251103093,horizontal,horizontal_1
0.600851454607023,3.810604929051531,8944.827972548517,0.0016453071874963333,0.3333333333333333,418.58139253811055,0.04679591310450327,6.048074473297591e-05,0.008260262782083047,horizontal,horizontal_1
0.6012589237488208,3.85631067961165,10860.324277223352,0.0018857504157695666,0.33333333333333326,498.9629489672799,0.04594365105779781,6.948431784965011e-05,0.00820763973448625,horizontal,horizontal_1
0.6017360886967354,3.895444361463779,13191.127707085516,0.0021588884968390004,0.33333333333333265,564.8317646976978,0.042819065756925595,7.653525084179261e-05,0.008572899166993346,horizontal,horizontal_1
0.6022473162287096,3.9599701269604175,16019.623768768775,0.0024739236019019335,0.33333333333333376,678.5756000076625,0.04235902227183304,8.755871333505586e-05,0.007908408284829535,horizontal,horizontal_1
0.602824684861565,4.026587005227782,19454.830255558605,0.0028341002065393334,0.33333333333333365,820.892714616028,0.04219480220761545,0.00010033423942664185,0.007837073262249375,horizontal,horizontal_1
0.6034738637552948,4.08991784914115,23626.981884064502,0.0032462728871120333,0.33333333333333315,984.1394925751334,0.041653203841447814,0.00011419543112935876,0.008134792148876979,horizontal,horizontal_1
0.6042015888931443,4.151456310679611,28690.06831620725,0.0037180654634028,0.3333333333333339,1182.4894657408038,0.04121598640714306,0.00012858635397233745,0.0067955462806310535,horizontal,horizontal_1
0.6050226228177682,4.211799850634802,34837.90553493135,0.004256581708272867,0.33333333333333365,1417.4613017520949,0.04068732835648893,0.00014449408944412038,0.007249718256271936,horizontal,horizontal_1
0.605940973064147,4.280507841672891,42303.16761381525,0.0048736105327132325,0.33333333333333265,1693.8136769258701,0.040039878157320526,0.0001627119223384638,0.00666560109069302,horizontal,horizontal_1
0.6069730747306874,4.3498132935026135,51372.751883995814,0.005580753999349032,0.33333333333333254,2012.2089983582148,0.03916879911167616,0.00018169259052153226,0.006792851593731093,horizontal,horizontal_1
0.6081338635430598,4.417027632561613,62382.655236822415,0.006390224318285734,0.3333333333333337,2436.170681193527,0.03905205175934121,0.00020684870856260695,0.007058852344928172,horizontal,horizontal_1
0.6094366843305659,4.5054518297236745,75752.93297742151,0.007317946986941666,0.333333333333335,2923.353600747382,0.03859063254512799,0.00023367144381015607,0.006117948856346227,horizontal,horizontal_1
0.6108995230489669,4.584615384615384,91984.03938022687,0.0083819558009523,0.333333333333335,3506.958372223142,0.038125726983207556,0.00026110889170873866,0.006060753090524754,horizontal,horizontal_1
0.6125423676166624,4.666766243465273,111696.52454244085,0.0096008049353103,0.3333333333333342,4176.656467703676,0.03739289548007995,0.0002912582159760069,0.006267268556060512,horizontal,horizontal_1
0.6143889150263813,4.755489171023152,135632.3935029446,0.010997823910713364,0.333333333333333,4930.798842748104,0.03635413867883307,0.0003265983897811433,0.006447929949666329,horizontal,horizontal_1
0.6164886164452901,4.828080657206871,164700.60698076044,0.012591739347897965,0.33333333333333437,5988.02014764886,0.03635700109076315,0.0003690218183943029,0.0056186726971796715,horizontal,horizontal_1
0.6188146315064381,4.922778192681105,199992.2694596456,0.014425590429840235,0.3333333333333337,7110.8128610538015,0.03555543861903432,0.00041221804356319033,0.0062900762876554875,horizontal,horizontal_1
0.6018476063863085,3.832370798163779,4990.516227908028,0.0010822065787053998,0.33333333333333276,372.3053600430345,0.07460257477192916,5.355256201546534e-05,0.006565666038422371,horizontal,horizontal_2
0.6021279909533436,3.8936768843476974,6062.098865692763,0.0012505431525645999,0.3333333333333324,420.8007520002337,0.06941502626782803,5.756476507818666e-05,0.006136627717785368,horizontal,horizontal_2
