epoch,train_loss
1,5.674612432718277
2,1.743242355187734
3,1.5434480349222819
4,1.0404235462347666
5,0.802629272143046
6,0.8578474640846252
7,0.8679641624291737
8,0.7906405369440714
9,0.8278656423091888
10,0.7875612358252208
11,0.619552057981491
12,0.7294861594835917
13,0.8551136136054993
14,0.669463191429774
15,0.4848128135005633
16,0.5115897576014201
17,0.7842155774434407
18,0.5815391123294831
19,0.5674903780221939
20,0.6219592452049255
21,0.41813050508499144
22,0.630850887298584
23,0.5556581099828084
24,0.5390439867973328
25,0.6035450836022694
26,0.5943213711182277
27,0.5071568657954534
28,0.5213316529989243
29,0.6166348894437154
30,0.48303812940915425
31,0.5042690187692642
32,0.5064478119214376
33,0.40245307286580406
34,0.584023870031039
35,0.5587832788626353
36,0.4922839840253194
37,0.4753138025601705
38,0.42586827675501504
39,0.49805573721726737
40,0.38434191743532814
41,0.3725810319185257
42,0.4064108312129974
43,0.35754484633604683
44,0.2996014227469762
45,0.44633209655682243
46,0.33657097121079765
47,0.3629801442225774
48,0.4070613831281662
49,0.3807468076546987
50,0.33384516735871633
51,0.28154528041680654
52,0.3714343637228012
53,0.3616129030783971
54,0.34257915417353313
55,0.31645648876825966
56,0.2769174188375473
57,0.2640859956542651
58,0.28846085965633395
59,0.30210795799891155
60,0.3576514502366384
61,0.40155388017495475
62,0.3050056636333466
63,0.33108344475428264
64,0.32157094528277713
65,0.261773677666982
66,0.22479643871386845
67,0.2747654805580775
68,0.273982194562753
69,0.24915105998516082
70,0.1978605623046557
71,0.2291276842355728
72,0.23679872850577036
73,0.2751811568935712
74,0.2279177432258924
75,0.2370449870824814
76,0.20745640148719152
77,0.17627489417791367
78,0.2039236361781756
79,0.2380785713593165
80,0.18065415819485983
81,0.16788548727830252
82,0.13038909335931143
83,0.16831446985403697
84,0.2026884208122889
85,0.18435207158327102
86,0.16677341610193253
87,0.19991371209422748
88,0.17859478443861007
89,0.1579125871260961
90,0.15840862542390824
91,0.16456640660762786
92,0.1428699937959512
93,0.1588757482667764
94,0.14218898514906567
95,0.12067984789609909
96,0.15601699178417525
97,0.108601459612449
98,0.1275573824842771
99,0.11403642445802689
100,0.15797092393040657
101,0.13431166733304659
102,0.14680999542276066
103,0.1240944596628348
104,0.1341721832752228
105,0.09895775889356931
106,0.09932364672422409
107,0.14164013142387072
108,0.13621164088447887
109,0.10039845382173856
110,0.12431213185191155
111,0.1029437725742658
112,0.1172549419105053
113,0.0952969692647457
114,0.09256877824664116
115,0.10845104356606801
116,0.12161809081832568
117,0.10093228121598562
118,0.1043531099955241
119,0.0813930350045363
120,0.07799881448348363
121,0.08461811716357867
122,0.13067078813910485
123,0.09205984994769097
124,0.08644067011773586
125,0.09289627025524776
126,0.0939505277822415
127,0.07916782622536024
128,0.07716904804110528
129,0.06628705424567063
130,0.06665444225072861
131,0.07572343920667966
132,0.07196400401492914
133,0.0763533112903436
134,0.07364673390984536
135,0.06288963109254837
136,0.06506100383897623
137,0.06063780523836613
138,0.08410759245355924
139,0.0648083378871282
140,0.06815657565991083
141,0.08126889864603679
142,0.06862823540965717
143,0.0666074737906456
144,0.05437772832810879
145,0.0595761239528656
146,0.07052824273705482
147,0.061798981949687005
148,0.056143392870823546
149,0.05506907030940056
150,0.058729169269402824
151,0.0459969865779082
152,0.04235962430636088
153,0.05349051157633464
154,0.061303260798255606
155,0.05981349771221479
156,0.06432071514427662
157,0.04382702795167764
158,0.04860896604756514
159,0.055553721636533736
160,0.04389455330868562
161,0.03735082143296798
162,0.06501726197699706
163,0.04240368480483691
164,0.04996151390175025
165,0.06015131734311581
166,0.03794518923386932
167,0.04741520676761866
168,0.04405010516444842
169,0.04785933395226796
170,0.050728112707535425
171,0.05144001531104247
172,0.050663596888383226
173,0.03760960064828396
174,0.04041632500787576
175,0.03588546514511108
176,0.03689129293585817
177,0.0388909333695968
178,0.03467810756216447
179,0.03713989791770776
180,0.03766995134452979
181,0.03353964804361264
182,0.04277658661206563
183,0.03791777404646079
184,0.029472249994675317
185,0.050818983589609464
186,0.037130452257891494
187,0.03823482679824034
188,0.033043900256355604
189,0.03496715178092321
190,0.03205870588620504
191,0.037078537854055564
192,0.028957152925431728
193,0.03467743434011936
194,0.03043470289558172
195,0.03784507233649492
196,0.03609361710647742
197,0.02775068295498689
198,0.01831731361647447
199,0.02532976378376285
200,0.02929310475786527
201,0.02632650869588057
202,0.027563315629959107
203,0.027760881123443444
204,0.029015440990527473
205,0.028700527362525464
206,0.03163819462060928
207,0.02848947768410047
208,0.027933895215392114
209,0.020800075276444355
210,0.025626949903865655
211,0.025172419287264346
212,0.022525094076991083
213,0.02848575289050738
214,0.02748345900326967
215,0.023383079965909322
216,0.027507165260612965
217,0.02839465010911226
218,0.021832600918908915
219,0.018850872106850148
220,0.03134142483274142
221,0.02721453836808602
222,0.03026305648187796
223,0.02763985178122918
224,0.020153609352807203
225,0.015862831131865582
226,0.01773479040712118
227,0.028970628480116525
228,0.020086505450308323
229,0.021828770202895007
230,0.022759724222123624
231,0.027635151520371437
232,0.021599614682296913
233,0.018119804995755353
234,0.020285618491470814
235,0.01785250265772144
236,0.017901937818775575
237,0.01763443381836017
238,0.02002803726742665
239,0.01972085622449716
240,0.017245683073997497
241,0.02516815736889839
242,0.0178369267222782
243,0.019656195926169556
244,0.018413580643634003
245,0.018613775571187336
246,0.020225020746390026
247,0.019968609449764092
248,0.01263206625978152
249,0.015508451405912638
250,0.015480256111671527
251,0.017891290411353112
252,0.019045805310209593
253,0.022535300254821776
254,0.016450676259895165
255,0.02314425464719534
256,0.015212500312676033
257,0.01777021319915851
258,0.014675131222854057
259,0.013949393077443044
260,0.017342960151533287
261,0.015438934788107872
262,0.017665077621738117
263,0.01451128659149011
264,0.012492371847232182
265,0.015455401440461477
266,0.014362572024886807
267,0.02075229650363326
268,0.015090857166796923
269,0.010084061231464148
270,0.013177938852459192
271,0.010595274747659762
272,0.01517405699317654
273,0.014120254091297586
274,0.011311606985206406
275,0.01434044778967897
276,0.010841685486957431
277,0.013362172711640596
278,0.013479660078883172
279,0.012643655265371005
280,0.013904863906403383
281,0.016510200717796884
282,0.01423941757529974
283,0.010581371001899242
284,0.011986106541007758
285,0.012030097236856819
286,0.01283227112920334
287,0.013187866471707822
288,0.010104613875349363
289,0.01264271695787708
290,0.012373730959370732
291,0.012277695164084435
292,0.0104399843296657
293,0.008175984987368186
294,0.00915143076951305
